Plate_ID,Assay_Well,Compound_ID,Cell_Line,Timepoint,Timepoint_Unit,Compound_Concentration,Counts
HD0002590374,I12,NEG,cl002,0,h,,9816
HD0002590374,I19,NEG,cl002,0,h,,9672
HD0002590374,K08,NEG,cl002,0,h,,10776
HD0002590374,K17,NEG,cl002,0,h,,10896
HD0002590374,L12,NEG,cl002,0,h,,11232
HD0002590374,M04,NEG,cl002,0,h,,10656
HD0002590374,M21,NEG,cl002,0,h,,11184
HD0002590374,N13,NEG,cl002,0,h,,10992
HD00016606,B13,COMP019977,cl001,96,h,6.02198E-12,16176
HD00016606,B14,COMP019977,cl001,96,h,6.31993E-11,9936
HD00016606,C13,COMP019977,cl001,96,h,2.89567E-10,9864
HD00016606,C14,COMP019977,cl001,96,h,6.22824E-09,2880
HD00016606,D13,COMP019977,cl001,96,h,1.63746E-08,3456
HD00016606,D14,COMP019977,cl001,96,h,4.60644E-07,1080
HD00016606,E14,COMP019977,cl001,96,h,7.78132E-07,192
HD00016606,F13,COMP019977,cl001,96,h,4.60644E-07,1008
HD00016606,F14,COMP019977,cl001,96,h,7.78132E-07,264
HD00016606,G13,COMP019977,cl001,96,h,7.78132E-07,384
HD00016606,G14,COMP019977,cl001,96,h,4.61154E-07,672
HD00016606,H14,COMP019977,cl001,96,h,4.61154E-07,768
HD00016606,I13,COMP019977,cl001,96,h,6.53354E-07,432
HD00016606,I14,COMP019977,cl001,96,h,6.53354E-07,552
HD00016606,J13,COMP019977,cl001,96,h,6.75542E-07,456
HD00016606,K13,COMP019977,cl001,96,h,4.61154E-07,744
HD00016606,L13,COMP019977,cl001,96,h,4.82544E-07,768
HD00016606,O13,COMP019977,cl001,96,h,6.02198E-12,16728
HG00017701,A24,BG,cl001,0,h,,0
HG00017701,B24,BG,cl001,0,h,,0
HG00017701,C24,BG,cl001,0,h,,0
HG00017701,D24,BG,cl001,0,h,,0
HG00017701,E24,BG,cl001,0,h,,24
HG00017701,F24,BG,cl001,0,h,,0
HG00017701,G24,BG,cl001,0,h,,0
HG00017701,H24,BG,cl001,0,h,,0
HG00017701,I24,BG,cl001,0,h,,0
HG00017701,J24,BG,cl001,0,h,,24
HG00017701,K24,BG,cl001,0,h,,24
HG00017701,L24,BG,cl001,0,h,,0
HG00017701,M24,BG,cl001,0,h,,0
HG00017701,N24,BG,cl001,0,h,,0
HG00017701,O24,BG,cl001,0,h,,0
HG00017701,P24,BG,cl001,0,h,,0
HD00016601330,C12,NEG,cl001,0,h,,19608
HD00016601330,D04,NEG,cl001,0,h,,19416
HD00016601330,D21,NEG,cl001,0,h,,18984
HD00016601330,E13,NEG,cl001,0,h,,16800
HD00016601330,F08,NEG,cl001,0,h,,21024
HD00016601330,F17,NEG,cl001,0,h,,19752
HD00016601330,H03,NEG,cl001,0,h,,21120
HD00016601330,H13,NEG,cl001,0,h,,19368
HD00016601330,H22,NEG,cl001,0,h,,19224
HD00016601330,I06,NEG,cl001,0,h,,19920
HD00016601330,I12,NEG,cl001,0,h,,19032
HD00016601330,I19,NEG,cl001,0,h,,20112
HD00016601330,K08,NEG,cl001,0,h,,21192
HD00016601330,K17,NEG,cl001,0,h,,20736
HD00016601330,L12,NEG,cl001,0,h,,18888
HD00016601330,M04,NEG,cl001,0,h,,20856
HD00016601330,M21,NEG,cl001,0,h,,20568
HD00016601330,N13,NEG,cl001,0,h,,23688
HG00446603,A24,BG,cl001,0,h,,0
HG00446603,B24,BG,cl001,0,h,,0
HG00446603,C24,BG,cl001,0,h,,0
HG00446603,D24,BG,cl001,0,h,,24
HG00446603,E24,BG,cl001,0,h,,0
HG00446603,F24,BG,cl001,0,h,,24
HG00446603,G24,BG,cl001,0,h,,0
HG00446603,H24,BG,cl001,0,h,,0
HG00446603,I24,BG,cl001,0,h,,0
HG00446603,J24,BG,cl001,0,h,,0
HG00446603,K24,BG,cl001,0,h,,0
HG00446603,L24,BG,cl001,0,h,,0
HG00446603,M24,BG,cl001,0,h,,24
HG00446603,N24,BG,cl001,0,h,,0
HG00446603,O24,BG,cl001,0,h,,24
HG00446603,P24,BG,cl001,0,h,,0
HD00056685,C12,NEG,cl001,0,h,,15648
HD00056685,D04,NEG,cl001,0,h,,17472
HD00056685,D21,NEG,cl001,0,h,,18264
HD00056685,E13,NEG,cl001,0,h,,16920
HD00056685,F08,NEG,cl001,0,h,,16848
HD00056685,F17,NEG,cl001,0,h,,17448
HD00056685,H03,NEG,cl001,0,h,,17784
HD00056685,H13,NEG,cl001,0,h,,16176
HD00056685,H22,NEG,cl001,0,h,,16152
HD00056685,I06,NEG,cl001,0,h,,17472
HD00056685,I12,NEG,cl001,0,h,,16080
HD00056685,I19,NEG,cl001,0,h,,16392
HD00056685,K08,NEG,cl001,0,h,,18648
HD00056685,K17,NEG,cl001,0,h,,17136
HD00056685,L12,NEG,cl001,0,h,,16080
HD00056685,M04,NEG,cl001,0,h,,19056
HD00056685,M21,NEG,cl001,0,h,,19128
HD00056685,N13,NEG,cl001,0,h,,19296
HD00016607,A24,BG,cl001,96,h,,0
HD00016607,B24,BG,cl001,96,h,,0
HD00016607,C24,BG,cl001,96,h,,24
HD00016607,D24,BG,cl001,96,h,,0
HD00016607,E24,BG,cl001,96,h,,0
HD00016607,F24,BG,cl001,96,h,,0
HD00016607,G24,BG,cl001,96,h,,0
HD00016607,H24,BG,cl001,96,h,,0
HD00016607,I24,BG,cl001,96,h,,0
HD00016607,J24,BG,cl001,96,h,,0
HD00016607,K24,BG,cl001,96,h,,0
HD00016607,L24,BG,cl001,96,h,,0
HD00016607,M24,BG,cl001,96,h,,0
HD00016607,N24,BG,cl001,96,h,,0
HD00016607,O24,BG,cl001,96,h,,0
HD00016607,P24,BG,cl001,96,h,,0
HD00016607,C12,NEG,cl001,96,h,,58080
HD00016607,D04,NEG,cl001,96,h,,59376
HD00016607,D21,NEG,cl001,96,h,,59304
HD00016607,E13,NEG,cl001,96,h,,60600
HD00016607,F08,NEG,cl001,96,h,,66648
HD00016607,F17,NEG,cl001,96,h,,69720
HD00016607,H03,NEG,cl001,96,h,,64800
HD00016607,H13,NEG,cl001,96,h,,64200
HD00016607,H22,NEG,cl001,96,h,,70560
HD00016607,I06,NEG,cl001,96,h,,60912
HD00016607,I12,NEG,cl001,96,h,,59832
HD00016607,I19,NEG,cl001,96,h,,72192
HD00016607,K08,NEG,cl001,96,h,,65616
HD00016607,K17,NEG,cl001,96,h,,71232
HD00016607,L12,NEG,cl001,96,h,,64896
HD00016607,M04,NEG,cl001,96,h,,65520
HD00016607,M21,NEG,cl001,96,h,,63144
HD00016607,N13,NEG,cl001,96,h,,71376
HD00016607,B14,COMP017901,cl001,96,h,8.89558E-10,8880
HD00016607,B16,COMP017901,cl001,96,h,3.33156E-08,1920
HD00016607,C14,COMP017901,cl001,96,h,5.53156E-08,2688
HD00016607,C16,COMP017901,cl001,96,h,3.12156E-08,1560
HD00016607,D13,COMP017901,cl001,96,h,7.74883E-11,13056
HD00016607,D14,COMP017901,cl001,96,h,3.03156E-08,1680
HD00016607,D16,COMP017901,cl001,96,h,3.01116E-08,1344
HD00016607,E14,COMP017901,cl001,96,h,3.12156E-08,1512
HD00016607,E16,COMP017901,cl001,96,h,6.76557E-10,6240
HD00016607,F13,COMP017901,cl001,96,h,5.53156E-08,2448
HD00016607,F14,COMP017901,cl001,96,h,5.44557E-09,5904
HD00016607,F16,COMP017901,cl001,96,h,8.99558E-10,8184
HD00016607,G13,COMP017901,cl001,96,h,3.03156E-08,1488
HD00016607,G14,COMP017901,cl001,96,h,8.88768E-10,9432
HD00016607,G16,COMP017901,cl001,96,h,6.88883E-11,10992
HD00016607,H14,COMP017901,cl001,96,h,7.99883E-11,13032
HD00016607,H16,COMP017901,cl001,96,h,7.99883E-11,12720
HD00016607,I13,COMP017901,cl001,96,h,3.03156E-08,1680
HD00016607,I14,COMP017901,cl001,96,h,7.99883E-11,14952
HD00016607,I16,COMP017901,cl001,96,h,7.99883E-11,15936
HD00016607,J13,COMP017901,cl001,96,h,5.44557E-09,4800
HD00016607,J14,COMP017901,cl001,96,h,7.99883E-11,13272
HD00016607,K13,COMP017901,cl001,96,h,8.99558E-10,8616
HD00016607,L13,COMP017901,cl001,96,h,7.99883E-11,12576
HD00016607,M13,COMP017901,cl001,96,h,7.99883E-11,15672
HD00016607,O13,COMP017901,cl001,96,h,7.99883E-11,13728
HD00016607,O15,COMP017901,cl001,96,h,7.99883E-11,10992
